thickness = 2.5
  0.413    0.354
  0.521    0.354
  0.521    0.524
  0.413    0.524
  0.413    0.354
next
  0.967    0.328
  1.967    0.328
  1.967    0.550
  0.967    0.550
  0.967    0.328
next
  2.280    0.116
  2.654    0.116
  2.654    0.762
  2.280    0.762
  2.280    0.116
next
  3.432    0.138
  3.502    0.138
  3.502    0.740
  3.432    0.740
  3.432    0.138
next
  4.085    0.427
  4.849    0.427
  4.849    0.450
  4.085    0.450
  4.085    0.427
next
  5.191    0.000
  5.743    0.000
  5.743    0.878
  5.191    0.878
  5.191    0.000
next
  6.209    0.404
  6.725    0.404
  6.725    0.474
  6.209    0.474
  6.209    0.404
next
  7.263    0.240
  7.671    0.240
  7.671    0.637
  7.263    0.637
  7.263    0.240
next
  0.330    0.953
  0.603    0.953
  0.603    1.924
  0.330    1.924
  0.330    0.953
next
  1.296    1.310
  1.637    1.310
  1.637    1.568
  1.296    1.568
  1.296    1.310
next
  2.238    1.240
  2.696    1.240
  2.696    1.638
  2.238    1.638
  2.238    1.240
next
  3.374    1.154
  3.560    1.154
  3.560    1.724
  3.374    1.724
  3.374    1.154
next
  4.092    1.239
  4.841    1.239
  4.841    1.639
  4.092    1.639
  4.092    1.239
next
  5.043    1.156
  5.890    1.156
  5.890    1.721
  5.043    1.721
  5.043    1.156
next
  6.386    1.215
  6.548    1.215
  6.548    1.663
  6.386    1.663
  6.386    1.215
next
  7.450    0.971
  7.484    0.971
  7.484    1.906
  7.450    1.906
  7.450    0.971
next
  0.262    2.296
  0.671    2.296
  0.671    2.582
  0.262    2.582
  0.262    2.296
next
  1.421    2.068
  1.513    2.068
  1.513    2.809
  1.421    2.809
  1.421    2.068
next
  2.147    2.034
  2.787    2.034
  2.787    2.844
  2.147    2.844
  2.147    2.034
next
  3.417    2.207
  3.517    2.207
  3.517    2.670
  3.417    2.670
  3.417    2.207
next
  4.233    2.400
  4.701    2.400
  4.701    2.478
  4.233    2.478
  4.233    2.400
next
  5.155    2.305
  5.779    2.305
  5.779    2.573
  5.155    2.573
  5.155    2.305
next
  6.258    2.074
  6.676    2.074
  6.676    2.804
  6.258    2.804
  6.258    2.074
next
  6.971    2.297
  7.963    2.297
  7.963    2.581
  6.971    2.581
  6.971    2.297
next
  0.398    3.235
  0.536    3.235
  0.536    3.643
  0.398    3.643
  0.398    3.235
next
  1.350    3.313
  1.584    3.313
  1.584    3.565
  1.350    3.565
  1.350    3.313
next
  2.227    3.379
  2.707    3.379
  2.707    3.499
  2.227    3.499
  2.227    3.379
next
  3.388    3.283
  3.546    3.283
  3.546    3.595
  3.388    3.595
  3.388    3.283
next
  3.989    3.022
  4.945    3.022
  4.945    3.856
  3.989    3.856
  3.989    3.022
next
  5.086    3.073
  5.848    3.073
  5.848    3.805
  5.086    3.805
  5.086    3.073
next
  6.052    3.105
  6.882    3.105
  6.882    3.773
  6.052    3.773
  6.052    3.105
next
  7.241    3.025
  7.693    3.025
  7.693    3.852
  7.241    3.852
  7.241    3.025
next
  0.297    3.984
  0.637    3.984
  0.637    4.893
  0.297    4.893
  0.297    3.984
next
  1.110    3.967
  1.824    3.967
  1.824    4.911
  1.110    4.911
  1.110    3.967
next
  2.304    4.356
  2.629    4.356
  2.629    4.522
  2.304    4.522
  2.304    4.356
next
  3.187    4.277
  3.747    4.277
  3.747    4.600
  3.187    4.600
  3.187    4.277
next
  4.145    4.170
  4.789    4.170
  4.789    4.707
  4.145    4.707
  4.145    4.170
next
  5.157    4.407
  5.777    4.407
  5.777    4.470
  5.157    4.470
  5.157    4.407
next
  5.970    4.017
  6.964    4.017
  6.964    4.861
  5.970    4.861
  5.970    4.017
next
  6.986    4.286
  7.948    4.286
  7.948    4.591
  6.986    4.591
  6.986    4.286
next
  0.399    5.249
  0.535    5.249
  0.535    5.628
  0.399    5.628
  0.399    5.249
next
  1.198    5.423
  1.735    5.423
  1.735    5.454
  1.198    5.454
  1.198    5.423
next
  2.318    5.030
  2.616    5.030
  2.616    5.848
  2.318    5.848
  2.318    5.030
next
  2.982    4.997
  3.952    4.997
  3.952    5.881
  2.982    5.881
  2.982    4.997
next
  4.188    5.061
  4.746    5.061
  4.746    5.817
  4.188    5.817
  4.188    5.061
next
  5.287    5.290
  5.647    5.290
  5.647    5.588
  5.287    5.588
  5.287    5.290
next
  6.361    5.014
  6.573    5.014
  6.573    5.864
  6.361    5.864
  6.361    5.014
next
  7.405    5.218
  7.529    5.218
  7.529    5.659
  7.405    5.659
  7.405    5.218
next
  0.000    5.954
  0.934    5.954
  0.934    6.924
  0.000    6.924
  0.000    5.954
next
  1.423    6.161
  1.511    6.161
  1.511    6.716
  1.423    6.716
  1.423    6.161
next
color = 3
  0.000    0.000
  7.963    0.000
  7.963    6.924
  0.000    6.924
  0.000    0.000
next
