thickness = 2.5
  3.552    0.883
  3.938    0.883
  3.938    1.436
  3.552    1.436
  3.552    0.883
next
  3.053    2.654
  4.013    2.654
  4.013    3.081
  3.053    3.081
  3.053    2.654
next
  0.450    2.054
  1.026    2.054
  1.026    2.832
  0.450    2.832
  0.450    2.054
next
  3.550    1.463
  3.943    1.463
  3.943    1.704
  3.550    1.704
  3.550    1.463
next
  1.753    1.093
  2.505    1.093
  2.505    1.733
  1.753    1.733
  1.753    1.093
next
  2.536    0.650
  3.303    0.650
  3.303    0.795
  2.536    0.795
  2.536    0.650
next
  2.521    1.166
  2.729    1.166
  2.729    1.803
  2.521    1.803
  2.521    1.166
next
  3.296    2.143
  3.304    2.143
  3.304    2.647
  3.296    2.647
  3.296    2.143
next
  1.201    2.508
  2.192    2.508
  2.192    3.084
  1.201    3.084
  1.201    2.508
next
  3.316    0.895
  3.541    0.895
  3.541    1.771
  3.316    1.771
  3.316    0.895
next
  3.946    0.990
  4.012    0.990
  4.012    1.768
  3.946    1.768
  3.946    0.990
next
  0.956    0.000
  1.510    0.000
  1.510    0.879
  0.956    0.879
  0.956    0.000
next
  2.025    1.764
  2.332    1.764
  2.332    2.413
  2.025    2.413
  2.025    1.764
next
  1.026    2.520
  1.201    2.520
  1.201    3.060
  1.026    3.060
  1.026    2.520
next
  1.195    0.881
  1.864    0.881
  1.864    0.975
  1.195    0.975
  1.195    0.881
next
  2.508    0.801
  3.315    0.801
  3.315    1.160
  2.508    1.160
  2.508    0.801
next
  2.195    2.469
  3.052    2.469
  3.052    3.082
  2.195    3.082
  2.195    2.469
next
  0.491    2.839
  0.935    2.839
  0.935    2.963
  0.491    2.963
  0.491    2.839
next
  0.630    1.987
  1.025    1.987
  1.025    2.045
  0.630    2.045
  0.630    1.987
next
  1.039    1.733
  1.243    1.733
  1.243    2.446
  1.039    2.446
  1.039    1.733
next
  0.041    2.003
  0.444    2.003
  0.444    2.125
  0.041    2.125
  0.041    2.003
next
  0.004    2.127
  0.445    2.127
  0.445    3.065
  0.004    3.065
  0.004    2.127
next
  0.040    0.385
  0.226    0.385
  0.226    0.672
  0.040    0.672
  0.040    0.385
next
  0.000    0.001
  0.010    0.001
  0.010    0.963
  0.000    0.963
  0.000    0.001
next
  2.334    1.853
  2.643    1.853
  2.643    2.416
  2.334    2.416
  2.334    1.853
next
  3.303    1.201
  3.312    1.201
  3.312    1.361
  3.303    1.361
  3.303    1.201
next
  3.354    0.002
  4.011    0.002
  4.011    0.883
  3.354    0.883
  3.354    0.002
next
  1.032    0.975
  1.752    0.975
  1.752    1.731
  1.032    1.731
  1.032    0.975
next
  1.511    0.005
  2.175    0.005
  2.175    0.838
  1.511    0.838
  1.511    0.005
next
  2.730    1.396
  2.943    1.396
  2.943    1.948
  2.730    1.948
  2.730    1.396
next
  0.709    0.941
  0.862    0.941
  0.862    0.964
  0.709    0.964
  0.709    0.941
next
  2.677    2.005
  3.049    2.005
  3.049    2.453
  2.677    2.453
  2.677    2.005
next
  0.000    1.022
  0.418    1.022
  0.418    1.988
  0.000    1.988
  0.000    1.022
next
  2.373    0.004
  3.351    0.004
  3.351    0.648
  2.373    0.648
  2.373    0.004
next
  0.020    0.674
  0.222    0.674
  0.222    0.948
  0.020    0.948
  0.020    0.674
next
  2.221    0.691
  2.500    0.691
  2.500    0.820
  2.221    0.820
  2.221    0.691
next
  0.418    1.022
  1.030    1.022
  1.030    1.970
  0.418    1.970
  0.418    1.022
next
  0.236    0.389
  0.909    0.389
  0.909    0.939
  0.236    0.939
  0.236    0.389
next
  2.175    0.003
  2.370    0.003
  2.370    0.673
  2.175    0.673
  2.175    0.003
next
  3.311    1.781
  4.013    1.781
  4.013    2.646
  3.311    2.646
  3.311    1.781
next
  0.398    0.984
  1.015    0.984
  1.015    1.021
  0.398    1.021
  0.398    0.984
next
  1.450    1.734
  2.001    1.734
  2.001    2.226
  1.450    2.226
  1.450    1.734
next
  1.903    0.840
  2.483    0.840
  2.483    1.092
  1.903    1.092
  1.903    0.840
next
  0.486    2.975
  0.940    2.975
  0.940    3.078
  0.486    3.078
  0.486    2.975
next
  2.946    1.166
  3.302    1.166
  3.302    1.996
  2.946    1.996
  2.946    1.166
next
  2.740    1.237
  2.901    1.237
  2.901    1.395
  2.740    1.395
  2.740    1.237
next
  1.257    1.761
  1.440    1.761
  1.440    2.212
  1.257    2.212
  1.257    1.761
next
  0.011    0.016
  0.951    0.016
  0.951    0.383
  0.011    0.383
  0.011    0.016
next
  3.053    2.005
  3.286    2.005
  3.286    2.649
  3.053    2.649
  3.053    2.005
next
  1.255    2.227
  2.021    2.227
  2.021    2.508
  1.255    2.508
  1.255    2.227
next
color = 3
  0.000    0.000
  4.013    0.000
  4.013    3.084
  0.000    3.084
  0.000    0.000
next
